Coin,Description,Rank,Price,Price - Currency,Market capitalization,Market capitalization - Currency,Circulating supply,Volume / Market Capitalization,Category
MOODENG,Moo Deng,195,0.17723,USD,175452700.5490591,USD,989971791.17,0.851845702444423,Memes
NOT,Notcoin,196,0.0017407,USD,173084152.56703496,USD,99433648857.9508,0.07523516938620631,"Memes, Gaming, Social, media & Content, Web3, Tap to earn"
VTHO,VeThor Token,197,0.0018758,USD,171435649.5615488,USD,91393351936,0.010271625072434445,"Smart contract platforms, Layer 1"
ROSE,Oasis,198,0.023209,USD,171516539.209288,USD,7390087432,0.02938732224805129,"Privacy, Smart contract platforms, Data management & AI, Layer 1, DePIN"
YFI,yearn.finance,199,5021.38,USD,169769510.30159244,USD,33809.33335091,0.06840200241563803,"DeFi, DAO"
AI16Z,ai16z,200,0.15152,USD,166671765.24675134,USD,1099998450.6781373,0.5264392950392351,"Memes, Data management & AI, Made in America"
SMART,SMART,201,0.0043296,USD,38966444161.920006,USD,9000010200000,0.000011514156987113774,Smart contract platforms
STETH,Lido Staked ETH,202,2499.93,USD,22745335795.57918,USD,9098389.07312572,0.00023533190984579086,"Derivatives, DeFi, Rehypothecated assets, World Liberty Financial portfolio"
WBTC,Wrapped Bitcoin,203,107921.39,USD,13923827761.821648,USD,129018.23968188,0.006860870136140551,"Privacy, Wrapped Tokens, Cryptocurrencies, Rehypothecated assets, World Liberty Financial portfolio"
UGOLD,UGOLD Inc.,204,3510.88,USD,11287742516,USD,3215075,0.004055479032321774,Asset-backed Tokens
WSTETH,Lido wstETH,205,3017.64,USD,10568439479.130028,USD,3502220.10548973,0.00041522473855598537,"Derivatives, Rehypothecated assets"
WETH,WETH,206,2498.16,USD,8432083397.246779,USD,3375317.5926469,0.06525604369303425,"Privacy, Wrapped Tokens, DePIN, Rehypothecated assets"
EDLC,Edelcoin,207,3.1991,USD,8471623008.9216,USD,2648126976,0.0000026533972633965713,"Stablecoins, Asset-backed Stablecoins"
WBETH,Wrapped Beacon ETH,208,2683.98,USD,7418723920.210357,USD,2764075.70854118,0.00013590866332908511,"Derivatives, Rehypothecated assets"
USDS,USDS,209,0.999,USD,7376430479.893821,USD,7383814294.188008,0.00024281738218278609,"Stablecoins, Asset-backed Stablecoins, Rehypothecated assets"
AETHWETH,Aave Ethereum WETH,210,2508.7,USD,6861599578.1215315,USD,2735121.60805259,0.0000017063866032802505,"Asset management, Rehypothecated assets"
WEETH,Wrapped eETH,211,2676.14,USD,6739631372.523868,USD,2518415.09507121,0.0005759604768611896,"Privacy, Wrapped Tokens, DeFi, Rehypothecated assets"
AETHUSDT,Aave Ethereum USDT,212,1.0002,USD,5250249502.758759,USD,5249199662.826194,4.763094181878361e-9,"Stablecoins, Asset management, Rehypothecated assets"
ZETRIX,Zetrix,213,17.06,USD,5126952816.0636,USD,300524784.06,0.00011938500781958964,
CBBTC,Coinbase Wrapped BTC,214,108015.98,USD,4952422906.777548,USD,45848.98370387,0.020533763931050584,"Wrapped Tokens, Rehypothecated assets"
L1X,Layer One X,215,20.04,USD,4369967991,USD,218062275,0.00004406128217164326,
WBT,WhiteBIT Coin,216,45.192,USD,3913975811.088,USD,86607714,0.009073851981641698,
SUSDE,Ethena Staked USDe,217,1.1785,USD,3140417556.2409983,USD,2664758214.884173,0.001352632969313972,"Stablecoins, Asset-backed Stablecoins, Rehypothecated assets"
JITOSOL,Jito Staked SOL,218,178.07,USD,2611105661.2116394,USD,14663366.43573673,0.005133799901843097,"Derivatives, Rehypothecated assets"
NXQ,NexQloud,219,115.64,USD,2428440000,USD,21000000,0.0002485769087946748,
BDTC,BDTCOIN,220,64.086,USD,2362491938.4,USD,36864400,0.0006501693902313508,
FTN,Fasttoken,221,4.4301,USD,1932682128.7413,USD,436261513,0.02894323444727453,Layer 1
LEMX,LEMON,222,37.999,USD,1899950000,USD,50000000,0.0002756653711165873,
HTX,HTX,223,0.0000017227,USD,1722682773,USD,999990000000000,0.009347046607387395,"Centralized-exchange, Exchange tokens"
TICS,Qubetics,224,1.6808,USD,1663992000,USD,990000000,0.00018563905023613695,
LBTC,Lombard Staked BTC,225,107955.31,USD,1610830667.1405303,USD,14921.27313738,0.00024731353611423697,Rehypothecated assets
MKR,Maker,226,1816.91,USD,1539332337.8522,USD,847225.42,0.02247055704344865,"Lending & Borrowing, DeFi, DAO, Made in America, Real-world assets"
ZIK,Zik coin,227,0.00015328,USD,1532800000,USD,10000000000000,0.000038793529665559763,
JLP,Jupiter Perps LP,228,4.4408,USD,1505615630.151723,USD,339041530.839426,0.01170702431347895,"Decentralized exchange, DeFi"
BNSOL,Binance Staked SOL,229,155.36,USD,1362046455.568417,USD,8767034.34325706,0.0006563119821799185,Rehypothecated assets
SDAI,Savings Dai,230,1.1613,USD,1316975613.0279,USD,1134052883,,"Stablecoins, Asset-backed Stablecoins"
RSETH,Kelp DAO Restaked ETH,231,2618,USD,1197467390.2304544,USD,457397.78083669,0.000006656364495016445,"Derivatives, Rehypothecated assets"
RETH,Rocket Pool ETH,232,2849.46,USD,1193711585.8318646,USD,418925.5458339,0.000004495944883746758,"Derivatives, Rehypothecated assets"
BIT,BitDAO,233,0.588,USD,1084077865.43784,USD,1843669839.18,5.111876310159526e-7,DAO
METH,Mantle Staked Ether,234,2672.33,USD,949783498.3039939,USD,355414.00137857,0.0006531378089956561,"Derivatives, Rehypothecated assets"
HUGE,HugeWin,235,0.0011286,USD,876922200,USD,777000000000,0.005854414453970512,
RYO,RYO Coin,236,4,USD,875210752,USD,218802688,0.0009592370704883548,
EZETH,Renzo Restaked ETH,237,2630.02,USD,840961816.3222135,USD,319754.91301291,0.00031235565754223827,"Derivatives, Rehypothecated assets"
EOS,EOS,238,0.47395,USD,746928516.922084,USD,1575964799.92,0.0025659921574615846,"Smart contract platforms, Made in America, World Liberty Financial portfolio"
ZBU,ZEEBU,239,2.8457,USD,736953319.729484,USD,258970840.12,0.0005940616338463245,Loyalty & Rewards
LSETH,Liquid Staked ETH,240,2707.91,USD,730537009.4223845,USD,269778.9104595,0.0005995146692999427,"Derivatives, Rehypothecated assets"
MSOL,Marinade Staked SOL,241,191.53,USD,728230003.16,USD,3802172,0.005729401452590736,"Derivatives, DeFi, Rehypothecated assets"
FLZ,Fellaz,242,1.4099,USD,665296477.906,USD,471874940,0.010178855577580033,
USDY,Ondo US Dollar Yield,243,1.0961,USD,637224910.8626928,USD,581356546.7226465,0.001514322467649742,Stablecoins
USD0,Usual USD,244,0.99828,USD,621014149.6954671,USD,622084134.4066466,0.005374278874954935,"Stablecoins, Asset-backed Stablecoins, Real-world assets"
TBTC,tBTC,245,107869.36,USD,611030597.4708178,USD,5664.54271603,0.0009365203313851393,Rehypothecated assets
KLAY,Klaytn,247,0.15149,USD,576219300.20008,USD,3803678792,0.00039572985373517055,"Smart contract platforms, Gaming, Metaverse"
USDF,Falcon USD,248,1.00003,USD,540453154.2084454,USD,540436941.1002125,0.0030788275735829872,Stablecoins
CMETH,Mantle Restaked Ether,249,2667.27,USD,536167269.6263947,USD,201017.245958,0.0023663583499236424,"Derivatives, Rehypothecated assets"
BDX,Beldex,250,0.060505,USD,432422168.4729961,USD,7146883207.55303,0.0061178038519087725,"Privacy, Data management & AI, Web3, DePIN"
LION,Loaded Lions,251,0.013747,USD,421757960,USD,30680000000,0.00023382000121524677,"Gaming, NFTs & Collectibles"
BZR,Bazaars,252,35.012,USD,401673177.8172,USD,11472443.1,0.003134957717662443,
EBTC,ether.fi Staked BTC,253,107927.87,USD,362528653.0952692,USD,3358.99015792,0.0004318345695558565,Rehypothecated assets
SVTS,Syncvault,254,0.35272,USD,352720000,USD,1000000000,0.0013984964904200782,
TEL,Telcoin,255,0.003821,USD,347739166.69255,USD,91007371550,0.0024436167379392436,"Cryptocurrencies, Payments, Made in America"
CBETH,Coinbase Wrapped Staked ETH,256,2758.1,USD,346306222.57325983,USD,125559.70507714,0.06178047455747811,"Derivatives, Rehypothecated assets"
USDG,Global Dollar,257,0.9999,USD,332562861.40493435,USD,332596121.017036,0.03461449825726154,Stablecoins
OHM,Olympus v2,258,20.41,USD,327700841.12911797,USD,16055896.18467016,0.0002623572201545707,DeFi
UPC,UPCX,259,3.5358,USD,324752829.79788,USD,91847058.6,0.0030791061000978773,Payments
WHITE,WhiteRock,260,0.00046292,USD,300898000,USD,650000000000,0.0021358613683212582,
GHO,GHO,261,0.99934,USD,301796923.20112485,USD,301996240.72,0.002913554521864167,Stablecoins
CHEEL,Cheelee,262,5.179,USD,294296655.5994033,USD,56824996.25398789,0.014608780792875468,
USELESS,Useless Coin,263,0.28415,USD,284129506.891729,USD,999927879.26,0.08319365129213627,Memes
APEPE,Ape and Pepe,264,0.0000013364,USD,280644000,USD,210000000000000,0.009281052343931315,Memes
SFRXETH,Frax Staked Ether,265,2813.93,USD,258510943.55321622,USD,91868.29222945,,"Derivatives, Rehypothecated assets"
SEED,SEED NFT Marketplace,266,0.9302,USD,256379821.60147002,USD,275617954.85,0.0003358980221716724,
SAROS,Saros,267,0.21995,USD,256496056.6299,USD,1166156202,0.02307724121348032,"Decentralized exchange, DeFi"
BETH,Beacon ETH,268,2501.84,USD,252618290.32000002,USD,100973,0.010028396995084097,Rehypothecated assets
AICE,Aicean,269,2.812,USD,253079999.99999997,USD,90000000,0.0202346682539192,
KULA,KULA,270,0.35885,USD,237560948.5541,USD,662006266,0.003947005114119448,"Energy, DAO"
KTA,Keeta,271,0.58414,USD,235901904.2069047,USD,403844804.68193364,0.023254689522498026,Layer 1
ULTIMA,Ultima,272,6325.53,USD,236631751.76999998,USD,37409,0.10472424059061224,Web3
USDA,USDa (Avalon Labs),273,0.9956,USD,234849684.43474802,USD,235887589.83,4.287272001337319e-7,
EUL,Euler,274,11.291,USD,221900627.75361428,USD,19652876.4284487,0.002153053595700737,
VENOM,Venom,275,0.20696,USD,204666732.1192,USD,988919270,0.0037804517291027064,"DeFi, DAO"
USR,Resolv USR,276,0.99976,USD,199734532.1748072,USD,199782479.97,0.004497363846661871,
ALE,Ailey,277,0.54414,USD,193113018.74999997,USD,354895833.3333333,0.021752419268652807,
BORG,Swissborg,278,0.19294,USD,189583315.4376995,USD,982602443.442,0.0007074456786941477,Asset management
OCEAN,Ocean Protocol,279,0.299,USD,188127565.75288,USD,629189183.12,0.00031752291525913995,"Distributed computing & Storage, Data management & AI, DePIN"
INF,SANCTUM INFINITY,280,196.18,USD,184957875.00823528,USD,942796.79380281,0.001349713590571933,Rehypothecated assets
LGCT,Legacy Token,281,1.7312,USD,183748613.2432,USD,106139448.5,0.03580829918846039,
SISC,Shirushi Coin,282,0.91123,USD,182246000,USD,200000000,0.0006985134458204295,
GOMINING,Gomining,283,0.42325,USD,172480415.4572235,USD,407514271.6059622,0.14038572010955996,"Gaming, NFTs & Collectibles"
STRX,Staked TRX,284,0.35155,USD,170910812.09997448,USD,486163595.79,0.0057956102210702555,Rehypothecated assets
TRIBE,Tribe,285,0.36699,USD,170072398.9142451,USD,463425158.49,0.0010991113826082045,"DeFi, DAO"
SAHARA,Sahara AI,286,0.082119,USD,167522760,USD,2040000000,0.6014570748037069,"Data management & AI, Layer 1"
NXPC,NEXPACE,287,0.90549,USD,166457271.63546,USD,183831154,0.07509470958555291,Gaming
QUBIC,QUBIC,288,0.0000013732,USD,165033538.28612176,USD,120181720278271,0.011380383629999465,"Data management & AI, Layer 1"
BSOL,BlazeStake Staked SOL,289,177.49,USD,166505056.17053035,USD,938109.50572162,0.006212669765005942,"Derivatives, Rehypothecated assets"
HASUI,Haedal Staked SUI,290,3.0419,USD,165500686.0643049,USD,54407010.771,0.0009917963216442658,"Derivatives, Rehypothecated assets"
BLUR,Blur,291,0.06822,USD,164373916.90875,USD,2409468145.833333,0.13349344289613915,"NFTs & Collectibles, Made in America"
DEUSD,Elixir deUSD,292,1,USD,164877983.78044567,USD,164877983.78044567,0.0017004120112167483,Stablecoins
ACH,Alchemy Pay,293,0.017765,USD,163742822.10598692,USD,9217158576.1884,0.05426920015443263,Payments
SC,Siacoin,294,0.0029091,USD,162984179.20636895,USD,56025636522.075195,0.034823703905404395,"Distributed computing & Storage, Web3, DePIN"
ZETA,ZetaChain,295,0.17453,USD,161647504.375,USD,926187500,0.06778045803344726,"Smart contract platforms, Interoperability, Layer 1, Made in America"
ID,SPACE ID,296,0.14884,USD,159926608.97148082,USD,1074486757.4004354,0.045086973411770294,"Identity, Web3"
SUSHI,SushiSwap,297,0.58017,USD,159742719.4712621,USD,275337779.39442253,0.1022388780127679,"Decentralized exchange, Gaming, DeFi, DAO, Exchange tokens"
MELANIA,Official Melania Meme,298,0.19464,USD,159604404.9463203,USD,819997970.336623,0.03778526024121121,"Memes, Made in America"
CKB,Nervos Network,299,0.0033966,USD,159040722.66284508,USD,46823506642.77368,0.06895698024015136,"Smart contract platforms, Scaling"
H,Humanity Protocol,300,0.085711,USD,156422575,USD,1825000000,1.74713945485903,Identity
KAU,Gold,301,108.58,USD,158361821.3764,USD,1458480.58,0.0007335638814127211,"Asset-backed Tokens, Real-world assets"
T,Threshold,302,0.015399,USD,155996080.20784318,USD,10130273407.873446,0.06017361440072683,"Interoperability, DeFi, DAO"
ZCD,ZChains,303,0.013093,USD,157116000,USD,12000000000,0.00018223555201774485,
MLNK,Malinka,304,0.0059535,USD,156235784.9435145,USD,26242678247,0.000691441377901333,
USDTB,Ethena Labs (USDTb),305,0.99986,USD,155195208.54158592,USD,155216938.91303375,0.0009189089872243467,"Stablecoins, Fiat-backed stablecoins"
ORDI,ORDI,306,7.3129,USD,153570900,USD,21000000,0.25819925220186224,NFTs & Collectibles
CELO,Celo,307,0.2667,USD,153627069.5169,USD,576029507,0.051472052737694916,"Privacy, Smart contract platforms, Payments, Layer 1, Made in America"
FLUID,Fluid,308,3.8945,USD,153586629.2835,USD,39436803,0.01402298926527981,"DeFi, DAO"
TRAC,OriginTrail,309,0.30168,USD,150839395.91657135,USD,499997997.602,0.013972446101011718,"Privacy, Distributed computing & Storage, Data management & AI, Interoperability, Enterprise solutions, Marketplace, Web3, DePIN, Real-world assets"
AGENTFUN,AgentFun.AI,310,1.4823,USD,148230000,USD,100000000,0.000018397584647372327,
FUN,FUNToken,311,0.013551,USD,146597450.67295164,USD,10818201658.398026,0.6131447577378893,"Gaming, Payments, DeFi, Marketplace"
ELF,aelf,312,0.19165,USD,146688286.48308834,USD,765396746.5853814,0.022059889014793964,"Smart contract platforms, Distributed computing & Storage, Interoperability, Web3, DAO, Layer 1"
GIGA,Gigachad,313,0.015525,USD,144419944.5612,USD,9302411888,0.026330759685039676,Memes
BANANAS31,Banana For Scale,314,0.014403,USD,144030000,USD,10000000000,0.30155313569836883,Memes
PUFETH,pufETH,315,2616.9,USD,142904154.64162093,USD,54608.18320976,0.00047420111964472793,"Derivatives, Rehypothecated assets"
HOT,Holo,316,0.00080746,USD,141313406.61221725,USD,175009791955.2885,0.0321513357726789,"Developments tools, Distributed computing & Storage, DePIN"
SNEK,Snek,317,0.0018934,USD,141189709.79488918,USD,74569404138,0.004708345645138676,Memes
ETHW,EthereumPoW,318,1.3032,USD,140509719.5618688,USD,107818999.04993,0.04128076350239934,Smart contract platforms
ANKR,Ankr,319,0.014003,USD,140030000,USD,10000000000,0.06265071958135913,"Distributed computing & Storage, Derivatives, Enterprise solutions, Web3, DePIN, Made in America"
UXLINK,UXLINK,320,0.34039,USD,139204781.66509002,USD,408956731,0.39052511921759636,"Social, media & Content"
GMX,GMX,321,13.651,USD,139235326.61731339,USD,10199643.00178107,0.04697522880192734,"Decentralized exchange, Derivatives, DeFi, Exchange tokens"
CSPR,Casper,322,0.010391,USD,137323246.6059,USD,13215594900,0.02003857573906844,"Smart contract platforms, Data management & AI, Enterprise solutions, Layer 1"
DRIFT,Drift,323,0.4082,USD,138788403.1478972,USD,340000987.623462,0.14157419701383192,"Decentralized exchange, Derivatives, Exchange tokens"
COW,CoW Protocol,324,0.28316,USD,138157107.12262338,USD,487911806.479105,0.04345620679525855,"Decentralized exchange, Exchange tokens"
ONE,Harmony,325,0.0092723,USD,135809891.52557647,USD,14646839675.762915,0.04399965721490363,"Smart contract platforms, Layer 1"
PROM,Prom,327,7.5279,USD,137384175,USD,18250000,0.03705968559299067,"NFTs & Collectibles, Marketplace"
KOGE,48 Club Token,328,41.955,USD,142153123.78065,USD,3388228.43,4.5501500738186476,
XCH,Chia,329,9.3833,USD,135229548.5758,USD,14411726,0.025660297363018184,"Smart contract platforms, Layer 1, Made in America, Real-world assets"
FAI,Freysa,330,0.016605,USD,135989968.5,USD,8189700000,0.016744285200908992,Data management & AI
LAYER,Solayer,331,0.62877,USD,132041700.00000001,USD,210000000,0.15310602550864885,DeFi
AURA,Aura,332,0.13561,USD,130631569.7582,USD,963288620,0.039029866107215365,Memes
KMNO,Kamino Finance,333,0.057753,USD,129786025.1743305,USD,2247260318.5,0.03270867645112731,"Lending & Borrowing, DeFi"
FRXETH,Frax Finance - Frax Ether,334,2499.17,USD,130384647.92060001,USD,52171.18,0.001213795448184094,"Derivatives, DeFi"
DGB,DigiByte,335,0.0072808,USD,129456966.254871,USD,17780596398.042934,0.010208798822097633,"Cryptocurrencies, Smart contract platforms, Layer 1, Made in America"
ICX,ICON,336,0.12008,USD,128402730.9749429,USD,1069309884.8679454,0.015492140046077433,"Smart contract platforms, Interoperability, Enterprise solutions"
AUSD,AUSD,337,0.99968,USD,128864567.13856,USD,128905817,0.7932313023413674,Stablecoins
PRI,PRIVATEUM GLOBAL,338,4.1375,USD,127650150,USD,30852000,0.00036767570228926486,"NFTs & Collectibles, Asset management"
CHEX,Chintai,339,0.12837,USD,128231397.97242348,USD,998920292.6885056,0.01908462865714353,"Decentralized exchange, Real-world assets, Exchange tokens"
VANA,Vana,340,4.1913,USD,126091069.2,USD,30084000,0.06889356692830836,"Data management & AI, Layer 1"
GMT,GMT,341,0.042811,USD,125670803.51533765,USD,2935479281.3841686,0.12322570129208141,"NFTs & Collectibles, Move to earn"
AIXBT,aixbt,342,0.12937,USD,122354566.35555734,USD,945772330.1813197,0.47528792642431333,Data management & AI
WOO,WOO,343,0.064328,USD,122817820.3733656,USD,1909243570.037396,0.04530493757964752,"Centralized-exchange, Decentralized exchange, DeFi, Exchange tokens"
ZANO,Zano,344,9.1883,USD,123415288.4921,USD,13431787,0.009698405372064478,"Privacy, Cryptocurrencies, Interoperability, DeFi, Layer 1"
KDA,Kadena,345,0.37609,USD,121669315.96896404,USD,323511170.1161,0.023465534527384417,"Smart contract platforms, Gaming, Data management & AI, NFTs & Collectibles, Payments, DeFi, DAO, Layer 1, Made in America"
GOHOME,GOHOME,346,244.06,USD,122004373.7,USD,499895,0.05582429432041279,Memes
ZIG,ZIGChain,347,0.086708,USD,122166438.47363971,USD,1408940795.2396517,0.011874094941658257,"Data management & AI, Asset management, Marketplace, Layer 1"
XYO,XYO,348,0.0089132,USD,120120947.5283344,USD,13476747692,0.03972867261815157,"Distributed computing & Storage, Oracles, Web3, DePIN, Made in America"
POLYX,Polymesh,349,0.12188,USD,119189037.69223335,USD,977921215.065912,0.018827723908076976,"Smart contract platforms, Layer 1, Real-world assets"
MASK,Mask Network,350,1.1838,USD,118380000,USD,100000000,0.14041459674201612,"Privacy, Gaming, Social, media & Content, Web3"
ENJ,Enjin Coin,351,0.063949,USD,118831156.95799734,USD,1858217594.6144166,0.07114117041834642,"Gaming, NFTs & Collectibles, Metaverse, Marketplace, Layer 1"
ALCH,Alchemist AI,352,0.1408,USD,119680000,USD,850000000,0.1869830875417556,
WAVES,Waves,353,0.9951,USD,117620477.6856,USD,118199656,0.19677463612005197,"Smart contract platforms, Layer 1"
ORCA,Orca,354,1.9413,USD,116395036.30714399,USD,59957263.847496,0.0795084945742622,"Decentralized exchange, DeFi, Exchange tokens"
G,Gravity (by Galxe),355,0.011959,USD,115793495.85999998,USD,9682540000,0.23918853232480214,Layer 1
DSYNC,Destra Network,356,0.11866,USD,115687295.28415522,USD,974947710.1310906,0.008514453534922946,"Data management & AI, DePIN"
BABY,Babylon,357,0.046306,USD,114555310.43645988,USD,2473876180.98,0.08545191338652505,
IO,io.net,358,0.67143,USD,113316663.7327653,USD,168769140.09318218,0.1250560430073044,"Distributed computing & Storage, Data management & AI, DePIN, Made in America"
ZEN,Horizen,359,7.0548,USD,113698419.645,USD,16116462.5,0.09798217239545723,"Privacy, Smart contract platforms, Enterprise solutions, Web3, Made in America"
CRVUSD,crvUSD,360,1.0109,USD,117214182.65381336,USD,115950324.12089561,0.05474958313617512,"Stablecoins, Rehypothecated assets"
REQ,Request,361,0.13708,USD,112981104.04423402,USD,824198307.8803182,0.01747301204242692,"Payments, DeFi"
PURR,Purr,362,0.19021,USD,113778085.74774,USD,598170894,0.032426736294039596,Memes
XNO,Nano,363,0.82925,USD,110496150.28725001,USD,133248297,0.005317153397815921,"Cryptocurrencies, Payments, Layer 1, Made in America"
AWE,AWE,364,0.057457,USD,111605642.2018862,USD,1942420283.0270672,0.07698401855963911,"Payments, DeFi"
LQTY,Liquity,365,1.1633,USD,110564279.4619193,USD,95043651.2180171,0.15347797119416365,"Lending & Borrowing, DeFi"
WXT,WEEX Token,366,0.028635,USD,111676500,USD,3900000000,0.03715463041701799,"Centralized-exchange, Exchange tokens"
SXP,Solar,367,0.17049,USD,110553054.74199243,USD,648443044.9996623,0.05497590828316649,"Cryptocurrencies, Payments, DeFi"
NPC,Non-Playable Coin,368,0.014765,USD,109741716.05825652,USD,7432557809.566984,0.019915948010769364,Memes
VCITY,Vcitychain,369,0.6561,USD,109404675,USD,166750000,0.029088349084636006,
ME,Magic Eden,370,0.72385,USD,108652974.4533497,USD,150104268.085031,0.07599725797434387,"NFTs & Collectibles, Payments, Marketplace, Web3"
SQD,Subsquid,371,0.16023,USD,107288729.13871258,USD,669592018.5902301,0.20316668381309208,Analytics
STIK,Staika,372,0.89392,USD,108960167.4008705,USD,121890289.2886058,0.0016510856940280612,
COTI,COTI,373,0.048612,USD,107423770.01877958,USD,2209820003.677684,0.04781679070957005,"Developments tools, Enterprise solutions, Payments"
ONT,Ontology,374,0.11708,USD,107092825.09756,USD,914697857,0.05903021088929956,"Smart contract platforms, Gaming, Identity"
BORA,BORA,375,0.09715,USD,106840712.5,USD,1099750000,0.012729720738908868,"Gaming, NFTs & Collectibles"
LUNA,Terra,376,0.14833,USD,105311991.82453783,USD,709984438.91686,0.11877986160956952,Smart contract platforms
OFT,ONFA,377,0.86952,USD,104885258.9524752,USD,120624320.26,0.09432509280415269,"Payments, DeFi"
OZO,Ozone Chain,378,0.12893,USD,105287457.12424,USD,816624968,0.0023246156094693196,"Privacy, Data management & AI, Layer 1, Real-world assets"
ABEY,ABEY,379,0.091143,USD,104814087.888861,USD,1149996027,0.0035920764755226395,
SNT,Status,380,0.025946,USD,104182605.06250544,USD,4015362871.4447484,0.060900886640919694,"Developments tools, Social, media & Content"
LCX,LCX,381,0.11142,USD,105006612.09834,USD,942439527,0.008613649416332884,"Centralized-exchange, DeFi, Exchange tokens"
HIVE,Hive,382,0.20615,USD,103229456.43311174,USD,500749242.945,0.024334621800230834,"Social, media & Content, Web3, Layer 1"
BOME,BOOK OF MEME,383,0.0014911,USD,102781174.1303157,USD,68929766032.00034,0.2954932232532313,Memes
LAUNCHCOIN,Launch Coin on Believe,384,0.10028,USD,100267393.80119999,USD,999874290,0.22856318638655865,
SN,SpaceN,385,2.5919,USD,103701919,USD,40010000,0.0009579184426852313,"NFTs & Collectibles, Asset management"
MIM,Magic Internet Money,386,0.99955,USD,103780385.8014,USD,103827108,0.00014091766566108407,Stablecoins
OSMO,Osmosis,387,0.13976,USD,102776239.20639999,USD,735376640,0.03399132969284836,"Smart contract platforms, Decentralized exchange"
RPL,Rocket Pool,388,4.7644,USD,102650681.45744684,USD,21545353.3409132,0.06499858804447212,"Derivatives, DeFi"
PCI,Paycoin,389,0.099195,USD,104331779.0088329,USD,1051784656.5737476,0.012393499577873099,
SWFTC,SwftCoin,390,0.010306,USD,103059999.99999999,USD,10000000000,0.01062014466830817,"NFTs & Collectibles, Interoperability, Payments, DeFi, Marketplace"
VSUI,Volo Staked SUI,391,3.0128,USD,101205009.8404352,USD,33591678.784,0.00024499748568497715,"Derivatives, Rehypothecated assets"
SOLO,Sologenic,392,0.25459,USD,101526079.98485997,USD,398782670.1161082,0.02141039351079076,"Asset-backed Tokens, Asset management, Payments"
ORBR,Orbler,393,0.10016,USD,101721168.88,USD,1015586750,0.0012100578279315385,
KUB,KUB Coin,394,1.4784,USD,101972308.83839999,USD,68974776,0.0039957144607218565,
SOLX,Solaxy,395,0.00098305,USD,101254149.90071195,USD,102999999899,0.014756680995873375,Memes
WMTX,World Mobile Token,396,0.14204,USD,99822029.89708,USD,702774077,0.025066825716703794,"Distributed computing & Storage, DePIN"
VELO,Velo,397,0.013501,USD,99778811.00809501,USD,7390475595,1.1848458746896398,"NFTs & Collectibles, Lending & Borrowing"
STORJ,Storj,398,0.24002,USD,99361890.33995147,USD,413973378.63491154,0.05391901277808677,"Distributed computing & Storage, Web3, DePIN"
ALT,AltLayer,399,0.026267,USD,98636473.08995257,USD,3755148021.850709,0.13297042702749395,"Privacy, Interoperability, Scaling"
ARKM,Arkham,400,0.43809,USD,98614059,USD,225100000,0.24737306604901216,"Data management & AI, Analytics, Marketplace, Made in America"
AIC,AI Companions,401,0.13261,USD,99457460.21700001,USD,749999700,0.0673129549129884,"Memes, Data management & AI"
FX,Function X,402,0.1269,USD,99528325.6923,USD,784305167,0.0017094362061880104,Interoperability
LB,LoveBit,403,8.052e-7,USD,99341550,USD,123375000000000,0.010132944081082186,
SKL,SKALE,404,0.016602,USD,98318748.54394199,USD,5922102671,0.08661890218851638,"Gaming, Distributed computing & Storage, Scaling, Layer 1, DePIN, Made in America"
LRC,Loopring,405,0.071862,USD,98240988.39944708,USD,1367078405.8257089,0.09863703811098808,"Privacy, Decentralized exchange, Scaling, DeFi, Exchange tokens"
PAAL,PAAL AI,406,0.10031,USD,97902073.25002804,USD,975995147.5428975,0.033242132125858914,"Data management & AI, Social, media & Content, Made in America"
STRAX,Stratis [New],407,0.048628,USD,96362526.83877917,USD,1981626364.209492,0.6114334275316767,"Smart contract platforms, Enterprise solutions, DAO"
PIXEL,Pixels,408,0.032507,USD,96794438.24242362,USD,2977649067.66,0.13126672579536622,"Gaming, NFTs & Collectibles, Web3"
BIGTIME,Big Time,409,0.050075,USD,97272002.34618562,USD,1942526257.5374064,0.14595056917196453,"Gaming, NFTs & Collectibles"
TRB,Tellor,410,36.217,USD,97160178.891,USD,2682723,0.1706159545836103,"Oracles, Data management & AI, DeFi, Web3, Made in America"
SXT,Space and Time,411,0.068637,USD,96091800,USD,1400000000,0.09212477505544603,"Privacy, Data management & AI"
BBSOL,Bybit Staked SOL,412,160.2,USD,97077733.27199998,USD,605978.36,0.006879042287039404,
GOAT,Goatseus Maximus,413,0.09538,USD,95379303.98824656,USD,999992702.749492,0.21146630835788421,"Memes, Data management & AI"
CFG,Centrifuge,414,0.17244,USD,96668137.18584001,USD,560589986,0.006895471821581763,"Asset-backed Tokens, DeFi, Real-world assets"
LA,Lagrange,415,0.4914,USD,94840200,USD,193000000,0.19365173039245245,
ALEO,Aleo,416,0.22541,USD,96289599.68485764,USD,427175367.928919,0.0933585086049669,"Privacy, Smart contract platforms, Layer 1, Made in America"
BLAST,Blast,417,0.0023088,USD,95245351.49249879,USD,41253184118.37265,0.3917579012687555,Scaling
USDL,Lift Dollar,418,0.99957,USD,96054479.91766348,USD,96095801.11214171,0.0000037323238766927536,Stablecoins
SSV,ssv.network,419,7.1307,USD,94637383.79532923,USD,13271822.37302498,0.09892133256896783,Developments tools
